series_id,window_idx,window_start,window_end,timestamp_start,timestamp_end,attention_fingerprint,n_row_labels,n_token_labels,target_query_label,top_source_label,top_source_attention,time_attn_shape,group_attn_shape
load_26,133,3192,3216,2013-07-16 00:00:00,2013-07-16 23:00:00,2f00846bae2f4dcf,71,14,target,target,0.02978651225566864,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,134,3216,3240,2013-07-17 00:00:00,2013-07-17 23:00:00,5b9bb314639a76ff,71,14,target,target,0.02993669919669628,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,135,3240,3264,2013-07-18 00:00:00,2013-07-18 23:00:00,53fc2f422e277bf3,71,14,target,target,0.02946590632200241,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,136,3264,3288,2013-07-19 00:00:00,2013-07-19 23:00:00,5ea07b1e76367822,71,14,target,target,0.029838068410754204,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,137,3288,3312,2013-07-22 00:00:00,2013-07-22 23:00:00,39ac206901b07cff,71,14,target,target,0.02792639471590519,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,138,3312,3336,2013-07-23 00:00:00,2013-07-23 23:00:00,c28265d1dc8ef807,71,14,target,target,0.028183292597532272,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,139,3336,3360,2013-07-24 00:00:00,2013-07-24 23:00:00,a4dca0ea8d2745fc,71,14,target,target,0.027925096452236176,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,140,3360,3384,2013-07-25 00:00:00,2013-07-25 23:00:00,8bc5e4ae1f68d8e5,71,14,target,target,0.02602914534509182,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,141,3384,3408,2013-07-26 00:00:00,2013-07-26 23:00:00,676428faf1b549ce,71,14,target,target,0.026700038462877274,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,142,3408,3432,2013-07-29 00:00:00,2013-07-29 23:00:00,ed1879dfc62fa4c6,71,14,target,target,0.0266072116792202,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,143,3432,3456,2013-07-30 00:00:00,2013-07-30 23:00:00,eded26255e38378b,71,14,target,known_future:rhum,0.02748480625450611,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,144,3456,3480,2013-07-31 00:00:00,2013-07-31 23:00:00,5243f381ef1f5cd6,71,14,target,known_future:temp,0.02677268534898758,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,145,3480,3504,2013-08-01 00:00:00,2013-08-01 23:00:00,b84490bfa0b6fff3,71,14,target,known_future:temp,0.026781003922224045,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,146,3504,3528,2013-08-02 00:00:00,2013-08-02 23:00:00,17681b08d00907bc,71,14,target,known_future:rhum,0.027898749336600304,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,147,3528,3552,2013-08-05 00:00:00,2013-08-05 23:00:00,0ca213e18bca5d7b,71,14,target,known_future:temp,0.027962004765868187,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,148,3552,3576,2013-08-06 00:00:00,2013-08-06 23:00:00,89bb80e5a88a6edd,71,14,target,target,0.02852391079068184,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,149,3576,3600,2013-08-07 00:00:00,2013-08-07 23:00:00,e80f6c581a4cf8f3,71,14,target,target,0.029859300702810287,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,150,3600,3624,2013-08-08 00:00:00,2013-08-08 23:00:00,94d66036b953b61d,71,14,target,target,0.029684515669941902,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,151,3624,3648,2013-08-09 00:00:00,2013-08-09 23:00:00,d7f32c9d22298a0e,71,14,target,target,0.03048577532172203,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,152,3648,3672,2013-08-12 00:00:00,2013-08-12 23:00:00,5ef69f466dfb769e,71,14,target,target,0.028341978788375854,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,153,3672,3696,2013-08-13 00:00:00,2013-08-13 23:00:00,2f2b5fd776b957af,71,14,target,target,0.0287085622549057,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,154,3696,3720,2013-08-14 00:00:00,2013-08-14 23:00:00,46bc5457e9dd72ab,71,14,target,target,0.028220882639288902,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,155,3720,3744,2013-08-16 00:00:00,2013-08-16 23:00:00,00d52cbe61d23e99,71,14,target,target,0.02427530661225319,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,156,3744,3768,2013-08-19 00:00:00,2013-08-19 23:00:00,a0674e6c20a3663d,71,14,target,target,0.02621925063431263,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,157,3768,3792,2013-08-20 00:00:00,2013-08-20 23:00:00,3a75e70c4fb4cd3f,71,14,target,target,0.02461482211947441,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,158,3792,3816,2013-08-21 00:00:00,2013-08-21 23:00:00,cccfea60c56a5ceb,71,14,target,target,0.0264655239880085,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,159,3816,3840,2013-08-22 00:00:00,2013-08-22 23:00:00,4618faf617adb4c8,71,14,target,known_future:rhum,0.027637744322419167,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,160,3840,3864,2013-08-23 00:00:00,2013-08-23 23:00:00,f6ccf21103515454,71,14,target,known_future:rhum,0.028018878772854805,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,161,3864,3888,2013-08-26 00:00:00,2013-08-26 23:00:00,b4c84b045bd1ac1d,71,14,target,known_future:rhum,0.027996275573968887,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,162,3888,3912,2013-08-27 00:00:00,2013-08-27 23:00:00,9e8203241a40e3e0,71,14,target,target,0.02666790969669819,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,163,3912,3936,2013-08-28 00:00:00,2013-08-28 23:00:00,23deea9223ac4ecc,71,14,target,target,0.026731261983513832,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,164,3936,3960,2013-08-29 00:00:00,2013-08-29 23:00:00,ea0a7f07ff542030,71,14,target,target,0.026219850406050682,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,165,3960,3984,2013-08-30 00:00:00,2013-08-30 23:00:00,e84910d820fc2e71,71,14,target,target,0.027783093973994255,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,166,3984,4008,2013-09-02 00:00:00,2013-09-02 23:00:00,1c6c25b3dfb45f52,71,14,target,target,0.026997987180948257,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,167,4008,4032,2013-09-03 00:00:00,2013-09-03 23:00:00,1ee01ebbe1e1c6b4,71,14,target,target,0.027021069079637527,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,168,4032,4056,2013-09-04 00:00:00,2013-09-04 23:00:00,bb725b90a12844b5,71,14,target,target,0.026798900216817856,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,169,4056,4080,2013-09-05 00:00:00,2013-09-05 23:00:00,bf78ab214c837208,71,14,target,target,0.025488529354333878,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,170,4080,4104,2013-09-06 00:00:00,2013-09-06 23:00:00,1a78600dfef0d8f5,71,14,target,target,0.02637099102139473,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,171,4104,4128,2013-09-09 00:00:00,2013-09-09 23:00:00,cf3b5ea25699a6f5,71,14,target,target,0.02643646113574505,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,172,4128,4152,2013-09-10 00:00:00,2013-09-10 23:00:00,482af5c500c7c553,71,14,target,target,0.027163967490196228,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,173,4152,4176,2013-09-11 00:00:00,2013-09-11 23:00:00,2c7a4179a0aa332c,71,14,target,target,0.026792200282216072,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,174,4176,4200,2013-09-12 00:00:00,2013-09-12 23:00:00,22129ff197098b01,71,14,target,target,0.02718859165906906,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,175,4200,4224,2013-09-13 00:00:00,2013-09-13 23:00:00,add5ca558dbac114,71,14,target,target,0.02828306332230568,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,176,4224,4248,2013-09-16 00:00:00,2013-09-16 23:00:00,9e11af63a2b346bb,71,14,target,target,0.028291089460253716,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,177,4248,4272,2013-09-17 00:00:00,2013-09-17 23:00:00,7e1f1c95f0344f25,71,14,target,target,0.02735249511897564,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,178,4272,4296,2013-09-23 00:00:00,2013-09-23 23:00:00,144d53c0ef4753d5,71,14,target,target,0.027304362505674362,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,179,4296,4320,2013-09-24 00:00:00,2013-09-24 23:00:00,843ff439d39b44b0,71,14,target,target,0.027807537466287613,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,180,4320,4344,2013-09-25 00:00:00,2013-09-25 23:00:00,eb18a0c735ec3c53,71,14,target,target,0.028059618547558784,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,181,4344,4368,2013-09-26 00:00:00,2013-09-26 23:00:00,2439c34f7b1c69c0,71,14,target,target,0.025060661137104034,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,182,4368,4392,2013-09-27 00:00:00,2013-09-27 23:00:00,8848bbf567d0f66e,71,14,target,target,0.026328809559345245,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,183,4392,4416,2013-09-30 00:00:00,2013-09-30 23:00:00,e553ab941a93074a,71,14,target,target,0.02547709457576275,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,184,4416,4440,2013-10-01 00:00:00,2013-10-01 23:00:00,dc1fe5d6b6d2c271,71,14,target,known_future:apparent_temp,0.02683173678815365,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,185,4440,4464,2013-10-02 00:00:00,2013-10-02 23:00:00,dea7347cf432e73c,71,14,target,target,0.02788703516125679,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,186,4464,4488,2013-10-04 00:00:00,2013-10-04 23:00:00,e1eeb5183c70a86c,71,14,target,target,0.02828383445739746,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,187,4488,4512,2013-10-07 00:00:00,2013-10-07 23:00:00,78e6816558a705e9,71,14,target,target,0.02818481996655464,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,188,4512,4536,2013-10-08 00:00:00,2013-10-08 23:00:00,8a8152a49d7e3ffe,71,14,target,target,0.02726013772189617,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,189,4536,4560,2013-10-10 00:00:00,2013-10-10 23:00:00,4b28c456adec9b17,71,14,target,target,0.02801056206226349,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,190,4560,4584,2013-10-11 00:00:00,2013-10-11 23:00:00,43c4a4ed6e549d2f,71,14,target,target,0.026533911004662514,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,191,4584,4608,2013-10-14 00:00:00,2013-10-14 23:00:00,52626f13a570f347,71,14,target,target,0.02616620808839798,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,192,4608,4632,2013-10-15 00:00:00,2013-10-15 23:00:00,7f914965dca61739,71,14,target,target,0.02709250897169113,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,193,4632,4656,2013-10-16 00:00:00,2013-10-16 23:00:00,c605558aa974c9ae,71,14,target,target,0.027697676792740822,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,194,4656,4680,2013-10-17 00:00:00,2013-10-17 23:00:00,9917f3d4f2bf246b,71,14,target,target,0.026395658031105995,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,195,4680,4704,2013-10-18 00:00:00,2013-10-18 23:00:00,0e2f1f4079a23756,71,14,target,target,0.027842329815030098,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,196,4704,4728,2013-10-21 00:00:00,2013-10-21 23:00:00,ee5346226f416d46,71,14,target,target,0.026934193447232246,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,197,4728,4752,2013-10-22 00:00:00,2013-10-22 23:00:00,3a5ee91c5ab8539a,71,14,target,target,0.027569621801376343,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,198,4752,4776,2013-10-23 00:00:00,2013-10-23 23:00:00,65e248800ae6c446,71,14,target,known_future:temp,0.02693990059196949,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,199,4776,4800,2013-10-24 00:00:00,2013-10-24 23:00:00,29d1ff44732cc313,71,14,target,known_future:rhum,0.027352463454008102,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,200,4800,4824,2013-10-25 00:00:00,2013-10-25 23:00:00,4bb1578c6029f1ad,71,14,target,target,0.027930622920393944,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,201,4824,4848,2013-10-28 00:00:00,2013-10-28 23:00:00,5dbf073fb6c5f726,71,14,target,target,0.025600861757993698,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,202,4848,4872,2013-10-29 00:00:00,2013-10-29 23:00:00,d01b1265bb4aeed0,71,14,target,known_future:temp,0.02756188064813614,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,203,4872,4896,2013-10-30 00:00:00,2013-10-30 23:00:00,1801ca765fe4122e,71,14,target,known_future:temp,0.02763690985739231,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,204,4896,4920,2013-10-31 00:00:00,2013-10-31 23:00:00,203de421905d061a,71,14,target,known_future:apparent_temp,0.027619626373052597,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,205,4920,4944,2013-11-01 00:00:00,2013-11-01 23:00:00,1355cb7da53bc4f7,71,14,target,known_future:apparent_temp,0.026649702340364456,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,206,4944,4968,2013-11-04 00:00:00,2013-11-04 23:00:00,8b258c86a40d16ff,71,14,target,target,0.026133466511964798,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,207,4968,4992,2013-11-05 00:00:00,2013-11-05 23:00:00,2867d3a91a3d8ec0,71,14,target,target,0.027284713461995125,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,208,4992,5016,2013-11-06 00:00:00,2013-11-06 23:00:00,63506a5e95e7bd1a,71,14,target,target,0.02692514844238758,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,209,5016,5040,2013-11-07 00:00:00,2013-11-07 23:00:00,50daf525f041d90a,71,14,target,target,0.026411334052681923,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,210,5040,5064,2013-11-08 00:00:00,2013-11-08 23:00:00,792c887f74ba3b89,71,14,target,target,0.027451543137431145,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,211,5064,5088,2013-11-11 00:00:00,2013-11-11 23:00:00,ef8b146ebdf2195b,71,14,target,target,0.02636171318590641,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,212,5088,5112,2013-11-12 00:00:00,2013-11-12 23:00:00,47d803f2adf67eb8,71,14,target,target,0.028764257207512856,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,213,5112,5136,2013-11-13 00:00:00,2013-11-13 23:00:00,79d0668fef47340c,71,14,target,target,0.02796170674264431,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,214,5136,5160,2013-11-14 00:00:00,2013-11-14 23:00:00,cfb4d2c2d224d7b4,71,14,target,target,0.026279497891664505,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,215,5160,5184,2013-11-15 00:00:00,2013-11-15 23:00:00,3c416f3506346858,71,14,target,target,0.027841275557875633,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,216,5184,5208,2013-11-18 00:00:00,2013-11-18 23:00:00,b840c3a6aa0b5904,71,14,target,target,0.02742498181760311,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,217,5208,5232,2013-11-19 00:00:00,2013-11-19 23:00:00,72e48fbdb9c34c0c,71,14,target,target,0.027876146137714386,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,218,5232,5256,2013-11-20 00:00:00,2013-11-20 23:00:00,1f0eafdd5fe39643,71,14,target,target,0.027798466384410858,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,219,5256,5280,2013-11-21 00:00:00,2013-11-21 23:00:00,a928951ad9a24257,71,14,target,target,0.027124682441353798,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,220,5280,5304,2013-11-22 00:00:00,2013-11-22 23:00:00,b58034c6b2891be4,71,14,target,target,0.02760232426226139,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,221,5304,5328,2013-11-25 00:00:00,2013-11-25 23:00:00,9e907768cebc58f2,71,14,target,target,0.027053143829107285,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,222,5328,5352,2013-11-26 00:00:00,2013-11-26 23:00:00,39aa0fbdc4db5397,71,14,target,target,0.026699000969529152,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,223,5352,5376,2013-11-27 00:00:00,2013-11-27 23:00:00,6aab271baad402c8,71,14,target,target,0.026501554995775223,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,224,5376,5400,2013-11-28 00:00:00,2013-11-28 23:00:00,25b07bfabb6cae55,71,14,target,target,0.02586686611175537,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,225,5400,5424,2013-11-29 00:00:00,2013-11-29 23:00:00,369c88e3713166c9,71,14,target,target,0.0264911949634552,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,226,5424,5448,2013-12-02 00:00:00,2013-12-02 23:00:00,600ac61a3294d8e3,71,14,target,target,0.025087082758545876,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,227,5448,5472,2013-12-03 00:00:00,2013-12-03 23:00:00,c9633a4f02109974,71,14,target,target,0.026384806260466576,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,228,5472,5496,2013-12-04 00:00:00,2013-12-04 23:00:00,7f175a19cada116a,71,14,target,target,0.027057724073529243,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,229,5496,5520,2013-12-05 00:00:00,2013-12-05 23:00:00,e356c2c98a1b5033,71,14,target,target,0.026923421770334244,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,230,5520,5544,2013-12-06 00:00:00,2013-12-06 23:00:00,94eaade96860bd0a,71,14,target,target,0.027188120409846306,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,231,5544,5568,2013-12-09 00:00:00,2013-12-09 23:00:00,79af2bcb3f1870bf,71,14,target,target,0.02750040590763092,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,232,5568,5592,2013-12-10 00:00:00,2013-12-10 23:00:00,954d6f23facd7773,71,14,target,target,0.027908748015761375,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,233,5592,5616,2013-12-11 00:00:00,2013-12-11 23:00:00,71f6a39189ca12f3,71,14,target,target,0.028403161093592644,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,234,5616,5640,2013-12-12 00:00:00,2013-12-12 23:00:00,734c672719714f65,71,14,target,target,0.028891677036881447,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,235,5640,5664,2013-12-13 00:00:00,2013-12-13 23:00:00,707c6165fe5822aa,71,14,target,target,0.029318001121282578,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,236,5664,5688,2013-12-16 00:00:00,2013-12-16 23:00:00,73b5ce4de3751a2a,71,14,target,target,0.02820117585361004,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,237,5688,5712,2013-12-17 00:00:00,2013-12-17 23:00:00,fb2e6f4a57aefbbd,71,14,target,target,0.02885177545249462,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,238,5712,5736,2013-12-18 00:00:00,2013-12-18 23:00:00,78231e78a5be5de3,71,14,target,target,0.028467630967497826,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,239,5736,5760,2013-12-19 00:00:00,2013-12-19 23:00:00,216e1e5b058d58a2,71,14,target,target,0.026827497407794,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,240,5760,5784,2013-12-20 00:00:00,2013-12-20 23:00:00,d2b12e9ff59f41d6,71,14,target,target,0.02694873698055744,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,241,5784,5808,2013-12-23 00:00:00,2013-12-23 23:00:00,5761842e3d8acf9d,71,14,target,target,0.026780858635902405,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,242,5808,5832,2013-12-24 00:00:00,2013-12-24 23:00:00,7356966438bafdc8,71,14,target,target,0.026729609817266464,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,243,5832,5856,2013-12-26 00:00:00,2013-12-26 23:00:00,0c134c3c9e50bd63,71,14,target,known_future:temp,0.027937887236475945,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,244,5856,5880,2013-12-27 00:00:00,2013-12-27 23:00:00,92ed2ef38962c374,71,14,target,target,0.025695757940411568,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,245,5880,5904,2013-12-31 00:00:00,2013-12-31 23:00:00,3edd52a2762a59e8,71,14,target,known_future:temp,0.02813323773443699,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,246,5904,5928,2014-01-02 00:00:00,2014-01-02 23:00:00,b81d51532d3cf678,71,14,target,target,0.02728636935353279,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,247,5928,5952,2014-01-03 00:00:00,2014-01-03 23:00:00,78deee9376412985,71,14,target,target,0.027393098920583725,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,248,5952,5976,2014-01-06 00:00:00,2014-01-06 23:00:00,afc886a53e1d721f,71,14,target,target,0.02626095712184906,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,249,5976,6000,2014-01-07 00:00:00,2014-01-07 23:00:00,1fbf1b3bdbe3efd9,71,14,target,target,0.02752530388534069,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,250,6000,6024,2014-01-08 00:00:00,2014-01-08 23:00:00,43dbfcf79d620184,71,14,target,known_future:apparent_temp,0.028546670451760292,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,251,6024,6048,2014-01-09 00:00:00,2014-01-09 23:00:00,439e5db1430e9c53,71,14,target,target,0.02883857861161232,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,252,6048,6072,2014-01-10 00:00:00,2014-01-10 23:00:00,568a5d8b946bccab,71,14,target,target,0.027043350040912628,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,253,6072,6096,2014-01-13 00:00:00,2014-01-13 23:00:00,54c850c1aacb9734,71,14,target,target,0.02610561065375805,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,254,6096,6120,2014-01-14 00:00:00,2014-01-14 23:00:00,73c30c711ff34670,71,14,target,target,0.02657788246870041,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,255,6120,6144,2014-01-15 00:00:00,2014-01-15 23:00:00,90789b4039a459fd,71,14,target,target,0.02662629261612892,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,256,6144,6168,2014-01-16 00:00:00,2014-01-16 23:00:00,ddec05cb55c8de80,71,14,target,target,0.026143787428736687,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,257,6168,6192,2014-01-17 00:00:00,2014-01-17 23:00:00,5e9fcacff762e160,71,14,target,target,0.02606797032058239,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,258,6192,6216,2014-01-20 00:00:00,2014-01-20 23:00:00,6a1d6dee2cfb8111,71,14,target,target,0.025858161970973015,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,259,6216,6240,2014-01-21 00:00:00,2014-01-21 23:00:00,95781193bb62dd56,71,14,target,target,0.02552766725420952,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,260,6240,6264,2014-01-22 00:00:00,2014-01-22 23:00:00,186cc96db751769a,71,14,target,target,0.025823090225458145,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,261,6264,6288,2014-01-23 00:00:00,2014-01-23 23:00:00,77c257037ca8f5d8,71,14,target,target,0.025665277615189552,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,262,6288,6312,2014-01-24 00:00:00,2014-01-24 23:00:00,5289d0c6c66def51,71,14,target,target,0.0265631265938282,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,263,6312,6336,2014-01-27 00:00:00,2014-01-27 23:00:00,a83395bc86e09e0c,71,14,target,target,0.025182180106639862,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,264,6336,6360,2014-01-28 00:00:00,2014-01-28 23:00:00,936336b4a574e100,71,14,target,target,0.025675509124994278,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,265,6360,6384,2014-01-29 00:00:00,2014-01-29 23:00:00,a79b300a624658a1,71,14,target,known_future:temp,0.026413125917315483,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,266,6384,6408,2014-02-03 00:00:00,2014-02-03 23:00:00,0fe114663b3adaf6,71,14,target,target,0.026704784482717514,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,267,6408,6432,2014-02-04 00:00:00,2014-02-04 23:00:00,e1a85370f2efbd2e,71,14,target,target,0.025488194078207016,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
load_26,268,6432,6456,2014-02-05 00:00:00,2014-02-05 23:00:00,b7704914476dda5b,71,14,target,target,0.02599877491593361,"(12, 71, 12, 14, 14)","(12, 14, 12, 71, 71)"
